iter	RMSE
384	7.580356485
385	7.577206385
386	7.573306635
387	7.569169469
388	7.566346369
389	7.56228203
390	7.559799918
391	7.557696508
392	7.554681121
393	7.551802469
394	7.548258386
395	7.54566692
396	7.543242465
397	7.539727724
398	7.535945449
399	7.534386433
400	7.530246592
401	7.524839403
402	7.521044024
403	7.515698983
404	7.511572229
405	7.508238283
406	7.503535294
407	7.500643753
408	7.496879963
409	7.495450261
410	7.491722484
411	7.489087434
412	7.486541318
413	7.482759711
414	7.478467895
415	7.475333268
416	7.47135759
417	7.468009357
418	7.465416221
419	7.460567815
420	7.457314531
421	7.452747332
422	7.449708554
423	7.44790951
424	7.445903073
425	7.443313036
426	7.438316958
427	7.437562158
428	7.433490296
429	7.432075469
430	7.427333983
431	7.425917012
432	7.424278022
433	7.422926777
434	7.421233754
435	7.418546789
436	7.415770403
437	7.413361402
438	7.411644536
439	7.407882673
440	7.402668612
441	7.400769591
442	7.396584962
443	7.392042088
444	7.388152165
445	7.383768876
446	7.377901534
447	7.374662452
448	7.370418528
449	7.369133531
450	7.367080671
451	7.364368053
452	7.361736284
453	7.356895688
454	7.353316797
455	7.349605587
456	7.34665789
457	7.342841434
458	7.340929459
459	7.33823199
460	7.33731343
461	7.334365081
462	7.330734774
463	7.326867351
464	7.325053793
465	7.321198376
466	7.317998704
467	7.314814943
468	7.313083242
469	7.308947875
470	7.306999582
471	7.303202892
472	7.301376427
473	7.297994701
474	7.294039431
475	7.29188974
476	7.289692725
477	7.286298353
478	7.283673657
479	7.280013591
480	7.278079886
481	7.274738546
482	7.272357584
483	7.270910829
484	7.268534681
485	7.264897601
486	7.260324012
487	7.257850783
488	7.254351754
489	7.252117354
490	7.250773765
491	7.248944485
492	7.244847777
493	7.241298552
494	7.238752304
495	7.236264917
496	7.23245266
497	7.230212324
498	7.225842449
499	7.222538413
500	7.219533927
501	7.216540413
502	7.213521351
503	7.210012094
504	7.207263198
505	7.204436494
506	7.198975395
507	7.197319541
508	7.194197389
509	7.191203568
510	7.187632584
511	7.185538167
512	7.182820657
513	7.181054888
514	7.176575817
515	7.17460592
516	7.171161049
517	7.169086912
518	7.165598985
519	7.162884216
520	7.160241606
521	7.158063854
522	7.15640865
523	7.152397776
524	7.151050658
525	7.149104437
526	7.146906846
527	7.145397786
528	7.142847592
529	7.140933667
530	7.138101418
531	7.1352527
532	7.134207715
533	7.132452401
534	7.129706718
535	7.127551493
536	7.125048258
537	7.121953815
538	7.118566903
539	7.116273609
540	7.112662821
541	7.110816636
542	7.107212051
543	7.105291619
544	7.104309796
545	7.102414338
546	7.097410637
547	7.0962095
548	7.093312452
549	7.089637297
550	7.08716736
551	7.083376409
552	7.082815987
553	7.080401124
554	7.077803045
555	7.077143049
556	7.074109798
557	7.070988947
558	7.069245551
559	7.066867065
560	7.06531427
561	7.064222994
562	7.062279452
563	7.058302601
564	7.05535145
565	7.052468315
566	7.051813383
567	7.048307877
568	7.044401065
569	7.041887662
570	7.038137307
571	7.034892806
572	7.033063569
573	7.029726293
574	7.027450472
575	7.025393957
576	7.022960682
577	7.019642271
578	7.016266506
579	7.011622597
580	7.008446129
581	7.005653768
582	7.004154647
583	7.00057571
584	6.999394232
585	6.995123771
586	6.993249115
587	6.989113077
588	6.985981815
589	6.982663291
590	6.981568926
591	6.978326294
592	6.975421371
593	6.97332177
594	6.971026012
595	6.969703383
596	6.967784202
597	6.967518337
598	6.964360393
599	6.961727798
600	6.95944391
601	6.957697199
602	6.95567849
603	6.953180139
604	6.951146809
605	6.948153229
606	6.945172973
607	6.942716173
608	6.942041303
609	6.940025659
610	6.937169575
611	6.934388171
612	6.932957583
613	6.931845559
614	6.928919987
615	6.926725431
616	6.922809119
617	6.920295211
618	6.918014388
619	6.916139129
620	6.914007645
621	6.911609808
622	6.910593745
623	6.907753051
624	6.906273573
625	6.90411589
626	6.901974504
627	6.900741034
628	6.898080743
629	6.895338771
630	6.893485808
631	6.891635745
632	6.888404417
633	6.88493359
634	6.880467688
635	6.878095359
636	6.872569501
637	6.871498119
638	6.86896091
639	6.864726484
640	6.86011337
641	6.858581651
642	6.856873433
643	6.854223291
644	6.852012708
645	6.849470436
646	6.843118696
647	6.841039775
648	6.839393238
649	6.836668796
650	6.832550835
651	6.830755616
652	6.828509073
653	6.82477554
654	6.821194725
655	6.819305036
656	6.816618156
657	6.815220539
658	6.809824168
659	6.807441528
660	6.804951793
661	6.803988479
662	6.803239852
663	6.800991502
664	6.798112421
665	6.796661558
666	6.79333137
667	6.792570953
668	6.789846974
669	6.787831914
670	6.784938964
671	6.783735357
672	6.781319546
673	6.778500317
674	6.777881093
675	6.776905187
676	6.773909475
677	6.772233805
678	6.769166219
679	6.767362809
680	6.764828848
681	6.762581914
682	6.760462983
683	6.758407938
684	6.755179015
685	6.754160766
686	6.751144193
687	6.748940762
688	6.747628884
689	6.744179298
690	6.741300007
691	6.739544754
692	6.735848053
693	6.73379741
694	6.732780644
695	6.729650885
696	6.728283342
697	6.726875673
698	6.724595466
699	6.722067929
700	6.719115611
701	6.717533575
702	6.716684443
703	6.713439118
704	6.711827437
705	6.709538305
706	6.707852133
707	6.705538132
708	6.701285589
709	6.698054994
710	6.695839741
711	6.692593678
712	6.69033216
713	6.688575776
714	6.68724009
715	6.683134889
716	6.681242184
717	6.679049399
718	6.675480631
719	6.674072793
720	6.671591797
721	6.667672312
722	6.66520509
723	6.663798517
724	6.661421717
725	6.660124151
726	6.658547769
727	6.657319911
728	6.655229605
729	6.653116623
730	6.651990281
731	6.649578835
732	6.647522237
733	6.644271157
734	6.642978989
735	6.641283181
736	6.637956949
737	6.636183038
738	6.633874478
739	6.632681296
740	6.629147245
741	6.62757218
742	6.624570564
743	6.623605953
744	6.622744202
745	6.620692088
746	6.619478262
747	6.617281663
748	6.614096518
749	6.61162646
750	6.609657513
751	6.60894387
752	6.606808202
753	6.603183411
754	6.600816243
755	6.599173304
756	6.597846776
757	6.595458237
758	6.593143693
759	6.591006139
760	6.589356362
761	6.585840545
762	6.582156552
763	6.579532249
764	6.576891352
765	6.574649264
766	6.570560912
767	6.566861334
768	6.565359069
769	6.563940359
770	6.561368682
771	6.558593885
772	6.556556025
773	6.556026511
774	6.554177181
775	6.552499396
776	6.55113708
777	6.549508244
778	6.546494196
779	6.545046997
780	6.543876197
781	6.542746984
782	6.540995745
783	6.536683017
784	6.534103661
785	6.532212358
786	6.530234093
787	6.528628323
788	6.526315691
789	6.524066195
790	6.521866311
791	6.520332502
792	6.518427925
793	6.516122417
794	6.513156904
795	6.511150126
796	6.509046557
797	6.507085766
798	6.505958981
799	6.503584048
800	6.501790956
801	6.498733876
802	6.497752355
803	6.496548022
804	6.492892726
805	6.489826324
806	6.488262026
807	6.487619039
808	6.485684681
809	6.483817995
810	6.481305319
811	6.479073916
812	6.47719532
813	6.475676091
814	6.472750014
815	6.471607344
816	6.469628888
817	6.466548041
818	6.4657716
819	6.462976739
820	6.461023286
821	6.45927759
822	6.455265748
823	6.453446313
824	6.45130853
825	6.450238162
826	6.447383158
827	6.445575712
828	6.443769176
829	6.44025634
830	6.437978795
831	6.436228351
832	6.434129641
833	6.43329906
834	6.429989379
835	6.426942371
836	6.42575924
837	6.424423676
838	6.422394452
839	6.420499914
840	6.418928516
841	6.416232078
842	6.413500333
843	6.412082843
844	6.409375961
845	6.40680412
846	6.405659164
847	6.40482236
848	6.40286622
849	6.400863732
850	6.399111535
851	6.397606308
852	6.396477796
853	6.393396147
854	6.390158558
855	6.387565277
856	6.383642374
857	6.381326466
858	6.378972452
859	6.377216253
860	6.374745959
861	6.372959388
862	6.369929329
863	6.367938942
864	6.366032087
865	6.363810464
866	6.362032321
867	6.359763046
868	6.357070084
869	6.35402106
870	6.35129456
871	6.347023278
872	6.346509108
873	6.344483401
874	6.34127962
875	6.339207353
876	6.337345173
877	6.33536172
878	6.333758671
879	6.331998709
880	6.330982566
881	6.32863933
882	6.325358961
883	6.323626221
884	6.321541694
885	6.319286666
886	6.317375012
887	6.315475877
888	6.31432618
889	6.312920166
890	6.310901256
891	6.308590448
892	6.306771645
893	6.305732095
894	6.303384604
895	6.302875591
896	6.300859745
897	6.298966896
898	6.296316794
899	6.293647215
900	6.292581602
901	6.290972762
902	6.289933136
903	6.285145451
904	6.283641652
905	6.281616749
906	6.279656676
907	6.278258776
908	6.27697311
909	6.275241902
910	6.273367924
911	6.27182629
912	6.269727958
913	6.266998837
914	6.263640546
915	6.261611538
916	6.260526995
917	6.258943115
918	6.257367802
919	6.254911536
920	6.253671776
921	6.251579523
922	6.250215162
923	6.248029945
924	6.245217555
925	6.243876283
926	6.240829341
927	6.239588673
928	6.238655838
929	6.237152857
930	6.234294853
931	6.232437888
932	6.229547062
933	6.228157707
934	6.226961396
935	6.224825396
936	6.224071375
937	6.22259223
938	6.220615799
939	6.217899819
940	6.215122478
941	6.212433028
942	6.210950131
943	6.208968398
944	6.206798916
945	6.204347021
946	6.203238415
947	6.201162328
948	6.199586878
949	6.198453806
950	6.197629231
951	6.19579793
952	6.19404233
953	6.191480169
954	6.190809426
955	6.189152807
956	6.187637053
957	6.185400999
958	6.181192227
959	6.178877259
960	6.177806605
961	6.174811182
962	6.172477868
963	6.171324406
964	6.169762628
965	6.168468092
966	6.167383795
967	6.166772959
968	6.163972233
969	6.162359224
970	6.160348314
971	6.158167941
972	6.156656778
973	6.15504507
974	6.154293926
975	6.152953269
976	6.150877522
977	6.148779213
978	6.147055056
979	6.14617434
980	6.144437681
981	6.142212803
982	6.140565086
983	6.138979444
984	6.137253688
985	6.136294067
986	6.135013156
987	6.133424937
988	6.130723979
989	6.129213942
990	6.125794931
991	6.124297278
992	6.122961489
993	6.121340013
994	6.119341193
995	6.116980433
996	6.115523688
997	6.113478458
998	6.112162161
999	6.110144893
