"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-South","03.01.2016 10:00 - 03.01.2016 11:00 (CET)","75","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107","14","n/e","n/e","360","n/e","552","0","n/e","1478"
"BZN|IT-South","03.01.2016 11:00 - 03.01.2016 12:00 (CET)","74","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","40","11","n/e","n/e","373","n/e","1553","0","n/e","1689"
"BZN|IT-South","03.01.2016 12:00 - 03.01.2016 13:00 (CET)","65","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","34","11","n/e","n/e","371","n/e","1582","0","n/e","2054"
"BZN|IT-South","03.01.2016 13:00 - 03.01.2016 14:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","11","n/e","n/e","360","n/e","613","0","n/e","2157"
"BZN|IT-South","03.01.2016 14:00 - 03.01.2016 15:00 (CET)","69","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100","11","n/e","n/e","337","n/e","316","0","n/e","1979"
"BZN|IT-South","03.01.2016 15:00 - 03.01.2016 16:00 (CET)","74","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84","11","n/e","n/e","335","n/e","232","0","n/e","1806"
"BZN|IT-South","03.01.2016 16:00 - 03.01.2016 17:00 (CET)","74","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","144","11","n/e","n/e","334","n/e","5","0","n/e","1608"
"BZN|IT-South","03.01.2016 17:00 - 03.01.2016 18:00 (CET)","75","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","141","70","n/e","n/e","349","n/e","0","0","n/e","1484"
"BZN|IT-South","03.01.2016 18:00 - 03.01.2016 19:00 (CET)","74","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","117","72","n/e","n/e","364","n/e","0","0","n/e","1285"
"BZN|IT-South","03.01.2016 19:00 - 03.01.2016 20:00 (CET)","76","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","73","15","n/e","n/e","375","n/e","0","0","n/e","1185"
"BZN|IT-South","03.01.2016 20:00 - 03.01.2016 21:00 (CET)","86","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","14","n/e","n/e","376","n/e","0","0","n/e","1167"
"BZN|IT-South","03.01.2016 21:00 - 03.01.2016 22:00 (CET)","76","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","71","14","n/e","n/e","360","n/e","0","0","n/e","1196"
"BZN|IT-South","03.01.2016 22:00 - 03.01.2016 23:00 (CET)","75","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105","11","n/e","n/e","355","n/e","0","0","n/e","1187"
"BZN|IT-South","03.01.2016 23:00 - 04.01.2016 00:00 (CET)","74","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","81","11","n/e","n/e","345","n/e","0","0","n/e","1173"
"BZN|IT-South","04.01.2016 00:00 - 04.01.2016 01:00 (CET)","73","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","4","n/e","n/e","393","n/e","0","0","n/e","1176"
"BZN|IT-South","04.01.2016 01:00 - 04.01.2016 02:00 (CET)","64","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","3","n/e","n/e","381","n/e","0","0","n/e","1103"
"BZN|IT-South","04.01.2016 02:00 - 04.01.2016 03:00 (CET)","75","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","2","n/e","n/e","366","n/e","0","0","n/e","1128"
"BZN|IT-South","04.01.2016 03:00 - 04.01.2016 04:00 (CET)","76","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","2","n/e","n/e","354","n/e","0","0","n/e","1241"
"BZN|IT-South","04.01.2016 04:00 - 04.01.2016 05:00 (CET)","74","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","37","2","n/e","n/e","358","n/e","0","0","n/e","1202"
"BZN|IT-South","04.01.2016 05:00 - 04.01.2016 06:00 (CET)","74","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","2","n/e","n/e","361","n/e","0","0","n/e","983"
"BZN|IT-South","04.01.2016 06:00 - 04.01.2016 07:00 (CET)","74","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","82","2","n/e","n/e","354","n/e","0","0","n/e","986"
"BZN|IT-South","04.01.2016 07:00 - 04.01.2016 08:00 (CET)","74","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","76","2","n/e","n/e","373","n/e","0","0","n/e","1150"
"BZN|IT-South","04.01.2016 08:00 - 04.01.2016 09:00 (CET)","62","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","93","n/e","n/e","399","n/e","27","0","n/e","1312"
"BZN|IT-South","04.01.2016 09:00 - 04.01.2016 10:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","71","94","n/e","n/e","399","n/e","90","0","n/e","1455"
"BZN|IT-South","04.01.2016 10:00 - 04.01.2016 11:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","71","94","n/e","n/e","405","n/e","110","0","n/e","1676"
"BZN|IT-South","04.01.2016 11:00 - 04.01.2016 12:00 (CET)","64","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","64","91","n/e","n/e","403","n/e","150","0","n/e","1900"
"BZN|IT-South","04.01.2016 12:00 - 04.01.2016 13:00 (CET)","64","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","119","93","n/e","n/e","407","n/e","237","0","n/e","2038"
"BZN|IT-South","04.01.2016 13:00 - 04.01.2016 14:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","93","n/e","n/e","416","n/e","262","0","n/e","1735"
"BZN|IT-South","04.01.2016 14:00 - 04.01.2016 15:00 (CET)","84","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","87","94","n/e","n/e","415","n/e","70","0","n/e","1945"
"BZN|IT-South","04.01.2016 15:00 - 04.01.2016 16:00 (CET)","79","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","106","94","n/e","n/e","421","n/e","28","0","n/e","1926"
"BZN|IT-South","04.01.2016 16:00 - 04.01.2016 17:00 (CET)","79","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","92","n/e","n/e","459","n/e","2","0","n/e","2004"
"BZN|IT-South","04.01.2016 17:00 - 04.01.2016 18:00 (CET)","78","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","181","150","n/e","n/e","452","n/e","0","0","n/e","2025"
"BZN|IT-South","04.01.2016 18:00 - 04.01.2016 19:00 (CET)","78","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","152","n/e","n/e","446","n/e","0","0","n/e","2034"
"BZN|IT-South","04.01.2016 19:00 - 04.01.2016 20:00 (CET)","78","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","183","95","n/e","n/e","452","n/e","0","0","n/e","1978"
"BZN|IT-South","04.01.2016 20:00 - 04.01.2016 21:00 (CET)","78","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","88","94","n/e","n/e","454","n/e","0","0","n/e","1975"
"BZN|IT-South","04.01.2016 21:00 - 04.01.2016 22:00 (CET)","79","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","94","n/e","n/e","453","n/e","0","0","n/e","2040"
"BZN|IT-South","04.01.2016 22:00 - 04.01.2016 23:00 (CET)","78","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","109","94","n/e","n/e","418","n/e","0","0","n/e","2007"
"BZN|IT-South","04.01.2016 23:00 - 05.01.2016 00:00 (CET)","67","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","70","92","n/e","n/e","404","n/e","0","0","n/e","1946"
"BZN|IT-South","05.01.2016 00:00 - 05.01.2016 01:00 (CET)","63","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","85","n/e","n/e","365","n/e","0","0","n/e","1989"
"BZN|IT-South","05.01.2016 01:00 - 05.01.2016 02:00 (CET)","64","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","117","76","n/e","n/e","368","n/e","0","0","n/e","1707"
"BZN|IT-South","05.01.2016 02:00 - 05.01.2016 03:00 (CET)","63","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","76","85","n/e","n/e","367","n/e","0","0","n/e","1268"
"BZN|IT-South","05.01.2016 03:00 - 05.01.2016 04:00 (CET)","62","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","5","n/e","n/e","362","n/e","0","0","n/e","926"
"BZN|IT-South","05.01.2016 04:00 - 05.01.2016 05:00 (CET)","65","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107","84","n/e","n/e","362","n/e","0","0","n/e","596"
"BZN|IT-South","05.01.2016 05:00 - 05.01.2016 06:00 (CET)","64","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","82","84","n/e","n/e","365","n/e","0","0","n/e","526"
"BZN|IT-South","05.01.2016 06:00 - 05.01.2016 07:00 (CET)","65","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","73","83","n/e","n/e","376","n/e","0","0","n/e","478"
"BZN|IT-South","05.01.2016 07:00 - 05.01.2016 08:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","134","142","n/e","n/e","378","n/e","1","0","n/e","513"
"BZN|IT-South","05.01.2016 08:00 - 05.01.2016 09:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","135","153","n/e","n/e","375","n/e","62","0","n/e","567"
"BZN|IT-South","05.01.2016 09:00 - 05.01.2016 10:00 (CET)","64","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","73","96","n/e","n/e","381","n/e","229","0","n/e","702"
"BZN|IT-South","05.01.2016 10:00 - 05.01.2016 11:00 (CET)","64","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","94","n/e","n/e","369","n/e","258","0","n/e","809"
"BZN|IT-South","05.01.2016 11:00 - 05.01.2016 12:00 (CET)","62","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","104","94","n/e","n/e","383","n/e","273","0","n/e","906"
"BZN|IT-South","05.01.2016 12:00 - 05.01.2016 13:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","214","n/e","n/e","386","n/e","247","0","n/e","961"
"BZN|IT-South","05.01.2016 13:00 - 05.01.2016 14:00 (CET)","63","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","102","96","n/e","n/e","386","n/e","232","0","n/e","998"
"BZN|IT-South","05.01.2016 14:00 - 05.01.2016 15:00 (CET)","59","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","145","97","n/e","n/e","342","n/e","109","0","n/e","1123"
"BZN|IT-South","05.01.2016 15:00 - 05.01.2016 16:00 (CET)","58","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","122","97","n/e","n/e","346","n/e","47","0","n/e","1222"
"BZN|IT-South","05.01.2016 16:00 - 05.01.2016 17:00 (CET)","56","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","123","92","n/e","n/e","341","n/e","8","0","n/e","1251"
"BZN|IT-South","05.01.2016 17:00 - 05.01.2016 18:00 (CET)","59","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","166","92","n/e","n/e","357","n/e","0","0","n/e","1305"
"BZN|IT-South","05.01.2016 18:00 - 05.01.2016 19:00 (CET)","59","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","92","n/e","n/e","366","n/e","0","0","n/e","1371"
"BZN|IT-South","05.01.2016 19:00 - 05.01.2016 20:00 (CET)","59","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","178","92","n/e","n/e","369","n/e","0","0","n/e","1430"
"BZN|IT-South","05.01.2016 20:00 - 05.01.2016 21:00 (CET)","59","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","76","92","n/e","n/e","357","n/e","0","0","n/e","1446"
"BZN|IT-South","05.01.2016 21:00 - 05.01.2016 22:00 (CET)","60","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","92","n/e","n/e","360","n/e","0","0","n/e","1532"
"BZN|IT-South","05.01.2016 22:00 - 05.01.2016 23:00 (CET)","59","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","120","92","n/e","n/e","351","n/e","0","0","n/e","1619"
"BZN|IT-South","05.01.2016 23:00 - 06.01.2016 00:00 (CET)","59","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84","91","n/e","n/e","324","n/e","0","0","n/e","1514"
