"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-South","01.01.2017 16:00 - 01.01.2017 17:00 (CET)","119","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","15","n/e","n/e","392","n/e","25","4","n/e","531"
"BZN|IT-South","01.01.2017 17:00 - 01.01.2017 18:00 (CET)","119","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78","15","n/e","n/e","395","n/e","0","3","n/e","699"
"BZN|IT-South","01.01.2017 18:00 - 01.01.2017 19:00 (CET)","119","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","348","76","n/e","n/e","397","n/e","0","3","n/e","799"
"BZN|IT-South","01.01.2017 19:00 - 01.01.2017 20:00 (CET)","117","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","398","78","n/e","n/e","397","n/e","0","3","n/e","803"
"BZN|IT-South","01.01.2017 20:00 - 01.01.2017 21:00 (CET)","116","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","372","58","n/e","n/e","397","n/e","0","3","n/e","856"
"BZN|IT-South","01.01.2017 21:00 - 01.01.2017 22:00 (CET)","117","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","133","0","n/e","n/e","403","n/e","0","3","n/e","1004"
"BZN|IT-South","01.01.2017 22:00 - 01.01.2017 23:00 (CET)","120","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","0","n/e","n/e","398","n/e","0","3","n/e","1039"
"BZN|IT-South","01.01.2017 23:00 - 02.01.2017 00:00 (CET)","109","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","386","n/e","0","3","n/e","1013"
"BZN|IT-South","02.01.2017 00:00 - 02.01.2017 01:00 (CET)","114","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","0","n/e","n/e","392","n/e","0","3","n/e","1058"
"BZN|IT-South","02.01.2017 01:00 - 02.01.2017 02:00 (CET)","115","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","0","n/e","n/e","379","n/e","0","3","n/e","1016"
"BZN|IT-South","02.01.2017 02:00 - 02.01.2017 03:00 (CET)","112","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","31","0","n/e","n/e","365","n/e","0","3","n/e","923"
"BZN|IT-South","02.01.2017 03:00 - 02.01.2017 04:00 (CET)","108","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","355","n/e","0","3","n/e","859"
"BZN|IT-South","02.01.2017 04:00 - 02.01.2017 05:00 (CET)","108","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","359","n/e","0","3","n/e","842"
"BZN|IT-South","02.01.2017 05:00 - 02.01.2017 06:00 (CET)","108","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","358","n/e","0","3","n/e","869"
"BZN|IT-South","02.01.2017 06:00 - 02.01.2017 07:00 (CET)","111","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","0","n/e","n/e","368","n/e","0","3","n/e","844"
"BZN|IT-South","02.01.2017 07:00 - 02.01.2017 08:00 (CET)","115","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","219","0","n/e","n/e","391","n/e","45","3","n/e","797"
"BZN|IT-South","02.01.2017 08:00 - 02.01.2017 09:00 (CET)","116","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","420","0","n/e","n/e","418","n/e","515","2","n/e","712"
"BZN|IT-South","02.01.2017 09:00 - 02.01.2017 10:00 (CET)","113","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","399","17","n/e","n/e","395","n/e","1178","2","n/e","641"
"BZN|IT-South","02.01.2017 10:00 - 02.01.2017 11:00 (CET)","111","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","18","n/e","n/e","401","n/e","1569","3","n/e","699"
"BZN|IT-South","02.01.2017 11:00 - 02.01.2017 12:00 (CET)","112","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","36","18","n/e","n/e","397","n/e","1688","3","n/e","875"
"BZN|IT-South","02.01.2017 12:00 - 02.01.2017 13:00 (CET)","114","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","15","n/e","n/e","403","n/e","1671","3","n/e","1049"
"BZN|IT-South","02.01.2017 13:00 - 02.01.2017 14:00 (CET)","113","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","15","n/e","n/e","417","n/e","1489","3","n/e","1124"
"BZN|IT-South","02.01.2017 14:00 - 02.01.2017 15:00 (CET)","114","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","15","n/e","n/e","426","n/e","1060","3","n/e","1284"
"BZN|IT-South","02.01.2017 15:00 - 02.01.2017 16:00 (CET)","116","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","200","15","n/e","n/e","430","n/e","429","3","n/e","1423"
"BZN|IT-South","02.01.2017 16:00 - 02.01.2017 17:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","380","94","n/e","n/e","458","n/e","31","3","n/e","1696"
"BZN|IT-South","02.01.2017 17:00 - 02.01.2017 18:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","412","94","n/e","n/e","456","n/e","0","3","n/e","1813"
"BZN|IT-South","02.01.2017 18:00 - 02.01.2017 19:00 (CET)","108","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","449","154","n/e","n/e","457","n/e","0","3","n/e","1946"
"BZN|IT-South","02.01.2017 19:00 - 02.01.2017 20:00 (CET)","110","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","445","156","n/e","n/e","464","n/e","0","3","n/e","2099"
"BZN|IT-South","02.01.2017 20:00 - 02.01.2017 21:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","401","137","n/e","n/e","464","n/e","0","3","n/e","2116"
"BZN|IT-South","02.01.2017 21:00 - 02.01.2017 22:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","76","81","n/e","n/e","457","n/e","0","3","n/e","2023"
"BZN|IT-South","02.01.2017 22:00 - 02.01.2017 23:00 (CET)","115","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","1","n/e","n/e","433","n/e","0","3","n/e","1997"
"BZN|IT-South","02.01.2017 23:00 - 03.01.2017 00:00 (CET)","115","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","0","n/e","n/e","419","n/e","0","3","n/e","1847"
"BZN|IT-South","03.01.2017 00:00 - 03.01.2017 01:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","423","n/e","0","3","n/e","1783"
"BZN|IT-South","03.01.2017 01:00 - 03.01.2017 02:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","399","n/e","0","3","n/e","1677"
"BZN|IT-South","03.01.2017 02:00 - 03.01.2017 03:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","390","n/e","0","3","n/e","1631"
"BZN|IT-South","03.01.2017 03:00 - 03.01.2017 04:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","391","n/e","0","3","n/e","1609"
"BZN|IT-South","03.01.2017 04:00 - 03.01.2017 05:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","0","n/e","n/e","397","n/e","0","3","n/e","1779"
"BZN|IT-South","03.01.2017 05:00 - 03.01.2017 06:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","0","n/e","n/e","414","n/e","0","3","n/e","1847"
"BZN|IT-South","03.01.2017 06:00 - 03.01.2017 07:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","0","n/e","n/e","432","n/e","0","3","n/e","1892"
"BZN|IT-South","03.01.2017 07:00 - 03.01.2017 08:00 (CET)","110","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","461","n/e","20","3","n/e","1988"
"BZN|IT-South","03.01.2017 08:00 - 03.01.2017 09:00 (CET)","111","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","460","n/e","359","2","n/e","1980"
"BZN|IT-South","03.01.2017 09:00 - 03.01.2017 10:00 (CET)","110","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","17","n/e","n/e","446","n/e","767","2","n/e","2062"
"BZN|IT-South","03.01.2017 10:00 - 03.01.2017 11:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","18","n/e","n/e","438","n/e","645","2","n/e","2067"
"BZN|IT-South","03.01.2017 11:00 - 03.01.2017 12:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","18","n/e","n/e","438","n/e","765","2","n/e","1687"
"BZN|IT-South","03.01.2017 12:00 - 03.01.2017 13:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","64","15","n/e","n/e","425","n/e","596","2","n/e","1367"
"BZN|IT-South","03.01.2017 13:00 - 03.01.2017 14:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","15","n/e","n/e","421","n/e","385","2","n/e","1111"
"BZN|IT-South","03.01.2017 14:00 - 03.01.2017 15:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","15","n/e","n/e","441","n/e","199","3","n/e","1090"
"BZN|IT-South","03.01.2017 15:00 - 03.01.2017 16:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","15","n/e","n/e","447","n/e","73","3","n/e","1104"
"BZN|IT-South","03.01.2017 16:00 - 03.01.2017 17:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","15","n/e","n/e","480","n/e","3","3","n/e","960"
"BZN|IT-South","03.01.2017 17:00 - 03.01.2017 18:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","384","15","n/e","n/e","481","n/e","0","2","n/e","967"
"BZN|IT-South","03.01.2017 18:00 - 03.01.2017 19:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","431","58","n/e","n/e","503","n/e","0","2","n/e","1235"
"BZN|IT-South","03.01.2017 19:00 - 03.01.2017 20:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","428","58","n/e","n/e","505","n/e","0","3","n/e","1513"
"BZN|IT-South","03.01.2017 20:00 - 03.01.2017 21:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","382","0","n/e","n/e","521","n/e","0","3","n/e","1846"
"BZN|IT-South","03.01.2017 21:00 - 03.01.2017 22:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","37","0","n/e","n/e","512","n/e","0","3","n/e","2120"
"BZN|IT-South","03.01.2017 22:00 - 03.01.2017 23:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","484","n/e","0","3","n/e","2031"
"BZN|IT-South","03.01.2017 23:00 - 04.01.2017 00:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","443","n/e","0","3","n/e","1703"
"BZN|IT-South","04.01.2017 00:00 - 04.01.2017 01:00 (CET)","122","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","419","n/e","0","3","n/e","1539"
"BZN|IT-South","04.01.2017 01:00 - 04.01.2017 02:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","72","0","n/e","n/e","397","n/e","0","3","n/e","1343"
"BZN|IT-South","04.01.2017 02:00 - 04.01.2017 03:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","70","0","n/e","n/e","383","n/e","0","3","n/e","1174"
"BZN|IT-South","04.01.2017 03:00 - 04.01.2017 04:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","382","n/e","0","4","n/e","1066"
"BZN|IT-South","04.01.2017 04:00 - 04.01.2017 05:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","383","n/e","0","4","n/e","944"
"BZN|IT-South","04.01.2017 05:00 - 04.01.2017 06:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","395","n/e","0","3","n/e","869"
"BZN|IT-South","04.01.2017 06:00 - 04.01.2017 07:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","430","n/e","0","2","n/e","793"
"BZN|IT-South","04.01.2017 07:00 - 04.01.2017 08:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","2","n/e","n/e","461","n/e","29","2","n/e","722"
"BZN|IT-South","04.01.2017 08:00 - 04.01.2017 09:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","180","2","n/e","n/e","467","n/e","429","3","n/e","603"
"BZN|IT-South","04.01.2017 09:00 - 04.01.2017 10:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","178","19","n/e","n/e","448","n/e","830","3","n/e","422"
"BZN|IT-South","04.01.2017 10:00 - 04.01.2017 11:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","31","20","n/e","n/e","426","n/e","910","2","n/e","233"
"BZN|IT-South","04.01.2017 11:00 - 04.01.2017 12:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","20","n/e","n/e","430","n/e","898","3","n/e","135"
"BZN|IT-South","04.01.2017 12:00 - 04.01.2017 13:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","15","n/e","n/e","424","n/e","777","3","n/e","105"
"BZN|IT-South","04.01.2017 13:00 - 04.01.2017 14:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","15","n/e","n/e","402","n/e","693","3","n/e","121"
"BZN|IT-South","04.01.2017 14:00 - 04.01.2017 15:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","15","n/e","n/e","364","n/e","466","3","n/e","240"
"BZN|IT-South","04.01.2017 15:00 - 04.01.2017 16:00 (CET)","116","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","15","n/e","n/e","419","n/e","217","3","n/e","455"
"BZN|IT-South","04.01.2017 16:00 - 04.01.2017 17:00 (CET)","114","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","151","16","n/e","n/e","457","n/e","25","3","n/e","677"
"BZN|IT-South","04.01.2017 17:00 - 04.01.2017 18:00 (CET)","116","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","55","n/e","n/e","496","n/e","0","3","n/e","1266"
"BZN|IT-South","04.01.2017 18:00 - 04.01.2017 19:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","254","60","n/e","n/e","508","n/e","0","3","n/e","2006"
"BZN|IT-South","04.01.2017 19:00 - 04.01.2017 20:00 (CET)","113","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","20","n/e","n/e","509","n/e","0","3","n/e","2293"
"BZN|IT-South","04.01.2017 20:00 - 04.01.2017 21:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","5","n/e","n/e","525","n/e","0","4","n/e","2417"
"BZN|IT-South","04.01.2017 21:00 - 04.01.2017 22:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","520","n/e","0","4","n/e","2604"
"BZN|IT-South","04.01.2017 22:00 - 04.01.2017 23:00 (CET)","121","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","494","n/e","0","4","n/e","2709"
"BZN|IT-South","04.01.2017 23:00 - 05.01.2017 00:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","41","0","n/e","n/e","464","n/e","0","3","n/e","2779"
"BZN|IT-South","05.01.2017 00:00 - 05.01.2017 01:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","0","n/e","n/e","392","n/e","0","3","n/e","2834"
"BZN|IT-South","05.01.2017 01:00 - 05.01.2017 02:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","0","n/e","n/e","375","n/e","0","3","n/e","2787"
"BZN|IT-South","05.01.2017 02:00 - 05.01.2017 03:00 (CET)","120","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","40","0","n/e","n/e","368","n/e","0","2","n/e","2598"
"BZN|IT-South","05.01.2017 03:00 - 05.01.2017 04:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","368","n/e","0","3","n/e","2349"
"BZN|IT-South","05.01.2017 04:00 - 05.01.2017 05:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","379","n/e","0","3","n/e","1985"
"BZN|IT-South","05.01.2017 05:00 - 05.01.2017 06:00 (CET)","112","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","0","n/e","n/e","389","n/e","0","3","n/e","1631"
"BZN|IT-South","05.01.2017 06:00 - 05.01.2017 07:00 (CET)","111","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","0","n/e","n/e","406","n/e","0","3","n/e","1925"
"BZN|IT-South","05.01.2017 07:00 - 05.01.2017 08:00 (CET)","110","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","382","0","n/e","n/e","416","n/e","63","3","n/e","2033"
"BZN|IT-South","05.01.2017 08:00 - 05.01.2017 09:00 (CET)","110","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","252","82","n/e","n/e","421","n/e","417","2","n/e","2267"
"BZN|IT-South","05.01.2017 09:00 - 05.01.2017 10:00 (CET)","108","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","64","97","n/e","n/e","415","n/e","529","3","n/e","2527"
"BZN|IT-South","05.01.2017 10:00 - 05.01.2017 11:00 (CET)","93","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11","97","n/e","n/e","396","n/e","206","2","n/e","2535"
"BZN|IT-South","05.01.2017 11:00 - 05.01.2017 12:00 (CET)","92","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","98","n/e","n/e","380","n/e","204","1","n/e","2877"
"BZN|IT-South","05.01.2017 12:00 - 05.01.2017 13:00 (CET)","98","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","95","n/e","n/e","365","n/e","190","2","n/e","2752"
"BZN|IT-South","05.01.2017 13:00 - 05.01.2017 14:00 (CET)","99","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","95","n/e","n/e","352","n/e","135","2","n/e","2784"
"BZN|IT-South","05.01.2017 14:00 - 05.01.2017 15:00 (CET)","104","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","94","n/e","n/e","373","n/e","115","2","n/e","2861"
"BZN|IT-South","05.01.2017 15:00 - 05.01.2017 16:00 (CET)","111","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","95","n/e","n/e","399","n/e","47","2","n/e","2852"
"BZN|IT-South","05.01.2017 16:00 - 05.01.2017 17:00 (CET)","115","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","81","94","n/e","n/e","442","n/e","6","2","n/e","2835"
"BZN|IT-South","05.01.2017 17:00 - 05.01.2017 18:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","426","96","n/e","n/e","478","n/e","0","2","n/e","2627"
"BZN|IT-South","05.01.2017 18:00 - 05.01.2017 19:00 (CET)","119","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","443","140","n/e","n/e","480","n/e","0","0","n/e","2532"
"BZN|IT-South","05.01.2017 19:00 - 05.01.2017 20:00 (CET)","118","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","460","140","n/e","n/e","485","n/e","0","0","n/e","2755"
"BZN|IT-South","05.01.2017 20:00 - 05.01.2017 21:00 (CET)","113","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","439","80","n/e","n/e","495","n/e","0","0","n/e","2751"
"BZN|IT-South","05.01.2017 21:00 - 05.01.2017 22:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","80","n/e","n/e","468","n/e","0","0","n/e","2953"
"BZN|IT-South","05.01.2017 22:00 - 05.01.2017 23:00 (CET)","117","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","80","n/e","n/e","417","n/e","0","0","n/e","2918"
